type,volatile acidity,chlorides,density,pH,alcohol,quality
white,0.22,0.16,0.9884,3.19,13.4,6
white,0.32,0.026,0.99144,3.22,12.7,4
white,0.21,0.167,0.99324,2.97,9.2,5
white,0.26,0.034,0.99174,3.32,10.2,6
white,0.15,0.051,0.99792,2.96,9,7
white,0.15,0.051,0.99792,2.96,9,7
white,0.15,0.051,0.99792,2.96,9,7
white,0.15,0.051,0.99792,2.96,9,7
white,0.15,0.051,0.99792,2.96,9,7
white,0.15,0.051,0.99792,2.96,9,7
white,0.15,0.051,0.99792,2.96,9,7
white,0.27,0.04,0.99043,3.02,11.9,5
white,0.22,0.07,0.99654,2.89,9,6
white,0.24,0.055,0.99758,3.3,9,5
white,0.28,0.051,0.99374,3.43,11,6
white,0.15,0.051,0.99792,2.96,9,7
white,0.17,0.039,0.99243,3.28,10,5
white,0.26,0.04,0.99216,3.29,10.7,5
white,0.27,0.042,0.99215,3.29,10.7,5
white,0.46,0.026,0.98953,3.39,13.4,8
white,0.19,0.015,0.99278,2.99,11,6
white,0.17,0.039,0.99243,3.28,10,5
white,0.26,0.04,0.99216,3.29,10.7,5
white,0.27,0.042,0.99215,3.29,10.7,5
white,0.19,0.015,0.99278,2.99,11,6
white,0.2,0.016,0.99186,2.99,11,6
white,0.17,0.028,0.99072,3.16,11.1,7
white,0.2,0.025,0.99244,2.79,10.9,5
white,0.39,0.017,0.99084,3.03,11.5,5
white,0.46,0.026,0.98953,3.39,13.4,8
white,0.4,0.033,0.99754,3.08,9.4,5
white,0.4,0.033,0.99754,3.08,9.4,5
white,0.4,0.033,0.99754,3.08,9.4,5
white,0.24,0.035,0.99567,3.17,10.6,6
white,0.4,0.033,0.99754,3.08,9.4,5
white,0.27,0.014,0.99094,3.03,12,4
white,0.27,0.042,0.99532,3.14,10.2,6
white,0.24,0.035,0.99567,3.17,10.6,6
white,0.61,0.009,0.9874,3.26,13.5,5
white,0.42,0.04,0.99794,3.31,9.7,5
white,0.33,0.018,0.99122,3.24,12.2,6
white,0.33,0.04,0.99226,3.11,12.3,5
white,0.33,0.018,0.99122,3.24,12.2,6
white,0.15,0.022,0.99099,3.42,11.4,7
white,0.32,0.022,0.99134,3.2,12.7,7
white,0.42,0.04,0.99794,3.31,9.7,5
white,0.25,0.02,0.99338,3.13,10.8,6
white,0.27,0.018,0.9938,3.08,11,6
white,0.27,0.05,0.9955,3.18,9.5,5
white,0.25,0.064,0.99776,3.2,10.1,6
white,0.19,0.027,0.98964,3.46,13.2,7
white,0.29,0.037,0.99808,3.02,8.8,5
white,0.34,0.043,0.99551,3.18,9.5,5
white,0.27,0.044,0.99548,3.18,9.5,5
white,0.26,0.047,0.99541,3.16,9.5,6
white,0.27,0.05,0.9955,3.18,9.5,5
white,0.26,0.051,0.99536,3.18,9.5,5
white,0.25,0.043,0.99524,3.03,10.4,6
white,0.32,0.049,0.9961,3.14,9.9,6
white,0.24,0.046,0.99224,3.22,10,5
white,0.25,0.064,0.99776,3.2,10.1,6
white,0.13,0.056,0.99702,3.17,9.4,6
white,0.39,0.098,0.99657,3.03,9.3,5
white,0.21,0.057,0.99176,3.05,10.9,5
white,0.3,0.042,0.99166,3.2,11.4,5
white,0.2,0.036,0.99242,2.99,10.3,5
white,0.18,0.033,0.99109,3.02,11,6
white,0.21,0.057,0.99176,3.05,10.9,5
white,0.17,0.042,0.99278,2.99,10.8,6
white,0.2,0.036,0.99242,2.99,10.3,5
white,0.18,0.033,0.99109,3.02,11,6
white,0.39,0.098,0.99657,3.03,9.3,5
white,0.21,0.041,0.99358,2.96,10.2,5
white,0.21,0.042,0.99358,2.96,10.2,6
white,0.17,0.042,0.99278,2.99,10.8,6
white,0.26,0.06,0.99705,3.24,10.5,3
white,0.28,0.052,0.9912,3.13,11.1,5
white,0.21,0.057,0.99176,3.05,10.9,5
white,0.3,0.042,0.99166,3.2,11.4,5
white,0.34,0.049,0.99677,3.22,10.3,5
white,0.43,0.042,0.99172,3.28,12.9,7
white,0.41,0.045,0.9953,3.12,9.9,5
white,0.4,0.036,0.99186,3.24,11.3,6
white,0.35,0.034,0.99188,3.38,11.5,6
white,0.35,0.034,0.99188,3.38,11.5,6
white,0.3,0.039,0.99158,3,10.7,5
white,0.28,0.042,0.99522,3.03,10.4,6
white,0.33,0.033,0.99176,3.17,12.5,6
white,0.26,0.052,0.99558,3.19,9.5,5
white,0.24,0.042,0.9911,3.05,11.3,7
white,0.46,0.034,0.99016,3.26,13,6
white,0.35,0.034,0.99188,3.38,11.5,6
white,0.23,0.053,0.98956,3.22,11.5,5
white,0.4,0.036,0.99186,3.24,11.3,6
white,0.44,0.035,0.99062,3.15,13.2,7
white,0.26,0.034,0.99274,3.46,11.5,7
white,0.31,0.086,0.993,2.83,9.6,5
white,0.31,0.086,0.993,2.83,9.6,5
white,0.15,0.058,0.9978,3.15,9.7,6
white,0.41,0.052,0.9946,3.14,9.2,5
white,0.31,0.052,0.99429,3.16,8.4,5
white,0.27,0.05,0.99002,3,12.4,6
white,0.27,0.05,0.99002,3,12.4,6
white,0.41,0.052,0.9946,3.14,9.2,5
white,0.31,0.052,0.99429,3.16,8.4,5
white,0.37,0.028,0.9909,3.14,11.7,6
white,0.21,0.036,0.99294,2.96,11,6
white,0.26,0.032,0.99044,2.97,11.9,6
white,0.34,0.028,0.98958,3.2,13.2,7
white,0.37,0.028,0.9909,3.14,11.7,6
white,0.32,0.055,0.9986,3.26,9.1,5
white,0.24,0.023,0.99262,3.34,12.6,6
white,0.32,0.055,0.9986,3.26,9.1,5
white,0.39,0.194,0.99212,3.17,10.5,6
white,0.31,0.047,0.99628,3.23,10.6,5
white,0.24,0.023,0.99262,3.34,12.6,6
white,0.17,0.03,0.98913,3.41,13.7,7
white,0.2,0.037,0.99021,3.36,12,6
white,0.32,0.031,0.99198,3.4,12.5,7
white,0.12,0.03,0.99226,3.55,12.1,6
white,0.18,0.032,0.99159,3.21,11.3,6
white,0.2,0.037,0.99021,3.36,12,6
white,0.17,0.049,0.99224,3.46,10.3,6
white,0.21,0.039,0.99068,3.27,12.7,6
white,0.25,0.048,0.99587,3.12,9.2,5
white,0.25,0.048,0.99587,3.12,9.2,5
white,0.22,0.054,0.99728,3.1,9.5,6
white,0.27,0.045,0.99364,3.16,10.1,6
white,0.27,0.045,0.99364,3.16,10.1,6
white,0.39,0.038,0.99018,3.25,13,7
white,0.31,0.04,0.98968,3.24,13.1,6
white,0.23,0.048,0.99178,3.1,11,6
white,0.25,0.048,0.99587,3.12,9.2,5
white,0.22,0.056,0.9961,3.08,9.4,6
white,0.22,0.054,0.99728,3.1,9.5,6
white,0.23,0.055,0.99534,3.16,10.2,6
white,0.27,0.045,0.99364,3.16,10.1,6
white,0.36,0.054,0.99864,3.06,8.6,4
white,0.37,0.094,0.99776,2.91,9,5
white,0.26,0.062,0.99545,3.13,9.6,5
white,0.22,0.057,0.99299,3.29,9.9,7
white,0.22,0.059,0.99665,3.2,10.5,5
white,0.28,0.053,0.99069,3.15,11.4,5
white,0.35,0.069,0.99692,3.18,9.4,5
white,0.73,0.054,0.99324,3.12,11.1,4
white,0.28,0.047,0.99896,3.1,8.9,6
white,0.28,0.047,0.99896,3.1,8.9,6
white,0.2,0.049,0.99226,3.15,10.8,5
white,0.33,0.045,0.99226,3.06,12.2,6
white,0.28,0.047,0.99896,3.1,8.9,6
white,0.24,0.029,0.99076,3.13,12.5,6
white,0.33,0.045,0.99226,3.06,12.2,6
white,0.24,0.029,0.99076,3.13,12.5,6
white,0.28,0.047,0.99896,3.1,8.9,6
white,0.27,0.046,0.9951,3.16,10.8,6
white,0.38,0.043,0.99234,2.99,11.4,6
white,0.2,0.049,0.99226,3.15,10.8,5
white,0.21,0.036,0.99368,3.18,10.6,5
white,0.34,0.044,0.9937,3.01,9.2,5
white,0.435,0.031,0.99151,3.24,12.2,6
white,0.25,0.021,0.99021,3.26,12.3,6
white,0.26,0.038,0.99479,3.23,10.4,6
white,0.24,0.035,0.9954,2.99,10.4,6
white,0.23,0.035,0.99176,3.07,11,7
white,0.21,0.036,0.99368,3.18,10.6,5
white,0.34,0.044,0.9937,3.01,9.2,5
white,0.65,0.013,0.99246,3.32,13.5,4
white,0.22,0.144,0.9908,2.95,11.4,6
white,0.27,0.071,0.98994,3.1,11.5,6
white,0.455,0.036,0.98746,3.21,14,7
white,0.33,0.036,0.99028,3.25,12.5,7
white,0.33,0.036,0.99028,3.25,12.5,7
white,0.31,0.038,0.98867,3.09,12.8,7
white,0.39,0.037,0.99174,3.23,11.2,7
white,0.39,0.037,0.99174,3.23,11.2,7
white,0.37,0.04,0.99021,3.17,13.6,6
white,0.23,0.149,0.99304,2.93,9.2,6
white,0.33,0.036,0.99028,3.25,12.5,7
white,0.25,0.054,0.99154,3.17,11.1,6
white,0.39,0.037,0.99174,3.23,11.2,7
white,0.455,0.036,0.98746,3.21,14,7
white,0.37,0.04,0.99021,3.17,13.6,6
white,0.28,0.056,0.9956,3.18,9.4,5
white,0.35,0.037,0.98779,3.12,14.2,7
white,0.31,0.035,0.98836,3,13.2,6
white,0.25,0.05,0.99138,3.04,11.2,6
white,0.36,0.057,0.99751,3.14,10.2,5
white,0.31,0.038,0.98867,3.09,12.8,7
white,0.31,0.045,0.99249,2.95,10.1,5
white,0.31,0.045,0.99249,2.95,10.1,5
white,0.22,0.031,0.99239,2.83,10.3,5
white,0.14,0.056,0.99512,3.19,9.9,6
white,0.22,0.046,0.99098,3.15,11.5,5
white,0.32,0.063,0.99872,3.18,9,5
white,0.32,0.063,0.99872,3.18,9,5
white,0.28,0.03,0.98894,3.03,12.1,6
white,0.3,0.036,0.988245,3.14,13.3,6
white,0.22,0.05,0.99326,3.22,11.5,8
white,0.31,0.039,0.99328,2.96,11,4
white,0.27,0.04,0.99222,3.28,10.7,6
white,0.46,0.046,0.99898,3.08,9.4,5
white,0.23,0.042,0.99486,3.44,10.3,6
white,0.36,0.185,0.99528,3.17,9.3,5
white,0.18,0.04,0.99062,2.88,12,6
white,0.27,0.048,0.99282,3.21,11,6
white,0.4,0.053,0.996,3.16,9.3,5
white,0.345,0.068,0.99138,3.24,10.1,5
white,0.23,0.053,0.99166,3.18,11.1,6
white,0.2,0.046,0.99408,2.99,9.9,6
white,0.27,0.048,0.99281,3.22,11,6
white,0.27,0.048,0.99282,3.21,11,6
white,0.3,0.042,0.98964,3.32,12.5,6
white,0.3,0.042,0.98952,3.31,12.7,7
white,0.14,0.045,0.99469,3.32,9.3,5
white,0.4,0.053,0.996,3.16,9.3,5
white,0.345,0.068,0.99138,3.24,10.1,5
white,0.33,0.066,0.9991,3.14,8.8,5
white,0.16,0.043,0.99047,2.88,11.2,6
white,0.22,0.038,0.99178,3.13,10.8,7
white,0.33,0.066,0.9991,3.14,8.8,5
white,0.16,0.043,0.99047,2.88,11.2,6
white,0.24,0.05,0.99207,3.24,10.3,5
white,0.31,0.026,0.99152,3.11,12,5
white,0.185,0.048,0.99438,3.26,9.5,6
white,0.185,0.048,0.99438,3.26,9.5,6
white,0.43,0.04,0.99622,3.14,9.8,6
white,0.39,0.084,0.99773,2.91,9,5
white,0.58,0.032,0.99088,3.17,13,7
white,0.34,0.044,0.99108,3.39,11.8,7
white,0.35,0.056,0.99803,2.97,8.8,5
white,0.38,0.05,0.99304,3.1,11.2,4
white,0.185,0.048,0.99438,3.26,9.5,6
white,0.27,0.049,0.99548,3.16,9.4,4
white,0.29,0.049,0.99551,3.16,9.5,6
white,0.17,0.034,0.99152,3.03,10.4,6
white,0.18,0.035,0.99572,3.08,9.8,7
white,0.17,0.034,0.99152,3.03,10.4,6
white,0.37,0.175,0.99244,3.06,10.3,6
white,0.27,0.049,0.99548,3.16,9.4,4
white,0.29,0.049,0.99551,3.16,9.5,6
white,0.24,0.033,0.9903,3.19,11.9,7
white,0.32,0.025,0.99162,3.15,12.8,7
white,0.27,0.03,0.99116,3.09,13,6
white,0.29,0.04,0.9922,3.26,10.4,7
white,0.29,0.034,0.99223,3.25,10.4,6
white,0.22,0.035,0.99481,3.21,10.7,5
white,0.22,0.036,0.9928,3.05,10.7,7
white,0.24,0.033,0.9903,3.19,11.9,7
white,0.23,0.043,0.99429,3.19,10.4,6
white,0.32,0.025,0.99162,3.15,12.8,7
white,0.11,0.044,0.99454,3.2,9.9,6
white,0.11,0.044,0.99454,3.2,9.9,6
white,0.23,0.048,0.99863,3.16,9.4,6
white,0.2,0.048,0.991,3.3,11.4,6
white,0.11,0.044,0.99454,3.2,9.9,6
white,0.23,0.048,0.99863,3.16,9.4,6
white,0.2,0.06,0.99317,2.99,9.2,5
white,0.19,0.041,0.99173,2.9,10.5,7
white,0.28,0.048,0.99455,3.25,11,7
white,0.28,0.048,0.99455,3.25,11,7
white,0.37,0.038,0.99186,2.9,12.1,5
white,0.28,0.048,0.99455,3.25,11,7
white,0.26,0.041,0.98944,3.22,12.8,7
white,0.24,0.053,0.9942,3.01,10.5,6
white,0.24,0.053,0.9942,3.01,10.5,6
white,0.24,0.053,0.9942,3.01,10.5,6
white,0.25,0.062,0.99238,3,9.5,5
white,0.25,0.052,0.99782,3.07,9.2,6
white,0.14,0.047,0.99111,3.07,11.1,6
white,0.38,0.042,0.99067,3.06,12.3,7
white,0.14,0.047,0.99111,3.07,11.1,6
white,0.15,0.037,0.98878,3.04,12.6,6
white,0.25,0.062,0.99238,3,9.5,5
white,0.25,0.052,0.99782,3.07,9.2,6
white,0.22,0.054,0.9938,3.2,10.8,6
white,0.21,0.044,0.99143,3,11.3,6
white,0.26,0.041,0.98944,3.22,12.8,7
white,0.24,0.053,0.9942,3.01,10.5,6
white,0.46,0.051,0.99588,3.08,9.8,6
white,0.18,0.054,1.00038,2.98,8.5,6
white,0.32,0.054,0.99424,3.16,9.3,5
white,0.4,0.055,0.99626,3.2,9.2,5
white,0.23,0.037,0.99076,3.21,11.4,6
white,0.18,0.054,1.00038,2.98,8.5,6
white,0.32,0.054,0.99424,3.16,9.3,5
white,0.37,0.056,0.99536,3.06,8.4,4
white,0.23,0.062,0.99318,3.04,9.2,5
white,0.4,0.055,0.99626,3.2,9.2,5
white,0.19,0.033,0.99726,3.18,10.4,6
white,0.28,0.046,0.99126,3.27,11.6,6
white,0.32,0.029,0.98998,3.25,12.4,6
white,0.19,0.033,0.99726,3.18,10.4,6
white,0.26,0.052,0.99304,3.09,9.3,5
white,0.25,0.029,0.9892,3.2,12.2,6
white,0.28,0.031,0.99296,3.22,11,6
white,0.19,0.023,0.99047,3.11,11.4,5
white,0.29,0.06,0.9924,3.06,9.5,5
white,0.27,0.034,0.9989,3.07,9.2,5
white,0.26,0.021,0.99338,3.13,11.1,6
white,0.27,0.034,0.9989,3.07,9.2,5
white,0.2,0.032,0.99404,3.24,11,6
white,0.33,0.041,0.99287,3.14,9.9,5
white,0.34,0.044,0.99286,3.14,9.9,5
white,0.29,0.06,0.9924,3.06,9.5,5
white,1.1,0.033,0.99058,3.35,12.4,4
white,0.24,0.052,0.9934,3.21,9.4,5
white,0.24,0.053,0.99545,3.23,9.3,5
white,0.16,0.05,0.9984,2.9,8.7,7
white,0.16,0.05,0.9984,2.9,8.7,7
white,0.16,0.05,0.9984,2.9,8.7,7
white,0.16,0.05,0.9984,2.9,8.7,7
white,0.17,0.05,0.99971,2.94,9,7
white,0.19,0.038,0.99546,3,10.7,6
white,0.19,0.038,0.99546,3,10.7,6
white,0.16,0.034,0.99058,3.02,11.3,6
white,0.16,0.05,0.9984,2.9,8.7,7
white,0.3,0.028,0.99314,2.96,11.7,6
white,0.24,0.053,0.99545,3.23,9.3,5
white,0.16,0.05,0.9984,2.9,8.7,7
white,0.17,0.05,0.99971,2.94,9,7
white,0.3,0.028,0.99314,2.96,11.7,6
white,0.43,0.032,0.99565,3.23,10.7,5
white,0.17,0.036,0.99056,3.05,11.4,6
white,0.19,0.038,0.99546,3,10.7,6
white,0.16,0.034,0.99058,3.02,11.3,6
white,0.41,0.048,0.99362,3.19,10,5
white,0.41,0.048,0.99362,3.19,10,5
white,0.36,0.036,0.99196,3.15,11.2,6
white,0.17,0.09,0.99255,3.07,9.7,5
white,0.28,0.032,0.99027,3.42,12.5,5
white,0.5,0.029,0.99302,3.27,12.9,8
white,0.44,0.057,0.99257,3.16,11.8,6
white,0.38,0.062,0.99506,3.16,10.6,5
white,0.44,0.057,0.99257,3.16,11.8,6
white,0.24,0.049,0.9952,3.19,10.7,6
white,0.28,0.048,0.99498,3.21,9.9,5
white,0.26,0.048,0.9903,2.96,12,6
white,0.16,0.043,0.99706,3.15,10.4,7
white,0.36,0.054,0.99398,3.19,8.5,5
white,0.35,0.06,0.99588,3.13,9.9,4
white,0.25,0.049,0.99691,3.08,9.4,6
white,0.37,0.05,0.99608,3.13,10.4,5
white,0.25,0.044,0.99142,3.3,11,6
white,0.23,0.044,0.99138,3.3,11,6
white,0.265,0.052,0.99432,3.19,10.4,6
white,0.25,0.05,0.99592,3.1,9.8,6
white,0.25,0.049,0.99691,3.08,9.4,6
white,0.23,0.046,0.99432,3.23,10.6,6
white,0.3,0.052,0.99266,3.28,10.1,5
white,0.33,0.048,0.99456,3.06,11.5,8
white,0.26,0.048,0.9915,3.06,11.4,6
white,0.2,0.058,0.99322,3.03,9.2,6
white,0.21,0.059,0.9927,3.12,9.7,6
white,0.25,0.047,0.99173,3.07,11.3,6
white,0.27,0.098,0.99412,3.15,9.6,6
white,0.24,0.07,0.99666,2.86,8.9,6
white,0.14,0.057,0.99425,3.26,10,6
white,0.5,0.059,0.99314,3.18,9.2,6
white,0.41,0.11,0.99672,3.08,9,6
white,0.25,0.03,0.99024,3.09,12.8,7
white,0.41,0.11,0.99672,3.08,9,6
white,0.25,0.054,0.99366,3.08,9.5,5
white,0.14,0.057,0.99425,3.26,10,6
white,0.21,0.046,0.99299,3.22,11,5
white,0.5,0.059,0.99314,3.18,9.2,6
white,0.29,0.037,0.99528,3.08,10.6,6
white,0.37,0.057,0.99568,3.23,10,5
white,0.37,0.057,0.99568,3.23,10,5
white,0.31,0.03,0.99062,3.31,11.7,7
white,0.45,0.035,0.99058,3.12,12.5,7
white,0.3,0.039,0.99059,3.07,11.1,7
white,0.23,0.041,0.99119,3.16,9.7,5
white,0.3,0.037,0.99727,3.04,12.3,6
white,0.28,0.035,0.99021,3.18,12.2,6
white,0.255,0.043,0.99238,3.75,11.3,6
white,0.4,0.053,0.99164,3.22,11.6,5
white,0.21,0.04,0.99006,3.31,11.3,6
white,0.2,0.041,0.99078,3.27,11.1,6
white,0.17,0.041,0.99036,3.26,11.2,6
white,0.21,0.046,0.99123,3.15,11.3,6
white,0.26,0.041,0.98978,3.07,12,6
white,0.35,0.069,0.99908,3.15,8.8,6
white,0.35,0.069,0.99908,3.15,8.8,6
white,0.43,0.046,0.99022,3.15,12,8
white,0.4,0.046,0.99024,3.15,12,7
white,0.28,0.049,0.9973,3.01,9,5
white,0.23,0.054,0.99853,3.12,9.3,6
white,0.34,0.059,0.99769,3.14,8.7,6
white,0.44,0.095,0.98954,3.1,12.8,6
white,0.13,0.052,0.98974,3.1,11.5,7
white,0.17,0.048,0.99382,3.08,10,5
white,0.18,0.047,0.99383,3.09,10,5
white,0.31,0.059,0.99538,3.33,10.3,5
white,0.33,0.054,0.99734,3.25,10.4,5
white,0.34,0.02,0.98981,3.22,13.4,7
white,0.29,0.032,0.99095,3.05,11.2,6
white,0.31,0.048,0.9964,3.26,9.1,5
white,0.31,0.048,0.9964,3.26,9.1,5
white,0.25,0.04,0.99411,3.33,10.8,6
white,0.27,0.038,0.9915,3.24,12.5,6
white,0.26,0.046,0.99234,3.63,11.3,5
white,0.65,0.035,0.99016,3.46,12.8,6
white,0.31,0.048,0.9964,3.26,9.1,5
white,0.23,0.041,0.98949,3.22,12.7,6
white,0.18,0.054,0.99287,3.1,11,7
white,0.28,0.052,0.99544,3.02,10.4,6
white,0.28,0.052,0.99544,3.02,10.4,6
white,0.27,0.051,0.9941,3.25,10.7,6
white,0.25,0.055,0.994,3.22,10.9,6
white,0.28,0.052,0.99544,3.02,10.4,6
white,0.26,0.052,0.99546,3.03,10.4,6
white,0.13,0.064,0.99737,3.16,9.7,7
white,0.18,0.054,0.99287,3.1,11,7
white,0.2,0.055,0.99767,3.19,9.6,6
white,0.24,0.038,0.98711,3.1,13.9,7
white,0.48,0.046,0.99714,3.07,9.4,5
white,0.26,0.032,0.99134,3.1,12.5,6
white,0.2,0.055,0.99767,3.19,9.6,6
white,0.3,0.049,0.9927,3.19,9.5,5
white,0.32,0.048,0.9948,3.19,9.6,5
white,0.3,0.049,0.9927,3.19,9.5,5
white,0.34,0.047,0.99481,3.18,9.6,5
white,0.16,0.056,0.99825,2.9,8.7,7
white,0.16,0.056,0.99825,2.9,8.7,7
white,0.16,0.056,0.99825,2.9,8.7,7
white,0.16,0.056,0.99825,2.9,8.7,7
white,0.16,0.056,0.99825,2.9,8.7,7
white,0.16,0.056,0.99825,2.9,8.7,7
white,0.26,0.061,0.99192,3.18,10.4,5
white,0.31,0.063,0.99184,3.22,10.7,5
white,0.22,0.05,0.99019,3.17,12,7
white,0.23,0.044,0.98998,3.19,12.1,7
white,0.17,0.04,0.98886,3.31,13.1,8
white,0.19,0.039,0.98998,3.32,12.4,6
white,0.21,0.035,0.98949,3.24,12.6,7
white,0.16,0.056,0.99825,2.9,8.7,7
white,0.22,0.04,0.99009,3.15,12,5
white,0.34,0.06,0.99252,3.27,11.6,6
white,0.34,0.174,0.99288,2.92,9.3,5
white,0.24,0.05,0.99659,3.06,9.3,6
white,0.35,0.048,0.99133,3.2,11.1,7
white,0.24,0.049,0.99324,3.1,10.2,6
white,0.25,0.037,0.99164,3.23,10.6,6
white,0.19,0.038,0.99107,3.16,11.3,7
white,0.24,0.052,0.9986,3.2,9.4,5
white,0.31,0.053,0.99708,3.09,9.3,6
white,0.25,0.039,0.99163,2.96,11.1,6
white,0.38,0.055,0.99605,3.13,9.9,6
white,0.3,0.041,0.99065,3.31,11.8,7
white,0.33,0.04,0.9903,3.26,12.6,7
white,0.24,0.052,0.9986,3.2,9.4,5
white,0.27,0.043,0.99236,3.06,10.5,5
white,0.24,0.037,0.98948,3.19,12.3,6
white,0.33,0.048,0.99045,3.32,11.3,6
white,0.21,0.097,0.9939,3.07,9.6,5
white,0.22,0.04,0.98985,3.2,12,6
white,0.27,0.05,0.99138,3.09,11.2,5
white,0.2,0.044,0.99348,3.12,10.2,6
white,0.27,0.045,0.99066,2.98,12.4,6
white,0.2,0.044,0.99348,3.12,10.2,6
white,0.45,0.04,0.98862,2.94,13.4,8
white,0.22,0.036,0.98865,3.24,12.6,6
white,0.3,0.053,0.99472,3.18,9.8,5
white,0.36,0.049,0.99792,2.94,9.1,5
white,0.27,0.045,0.99066,2.98,12.4,6
white,0.24,0.044,0.99035,3.03,12.5,6
white,0.41,0.033,0.99086,3.05,11.7,6
white,0.24,0.044,0.99013,3.29,12.9,6
white,0.3,0.054,0.99266,3.3,10.1,5
white,0.26,0.044,0.99517,3.06,10.3,6
white,0.41,0.033,0.99086,3.05,11.7,6
white,0.32,0.05,0.99666,3.24,10.3,6
white,0.25,0.036,0.991,3.34,10.8,7
white,0.23,0.023,0.99068,3.25,11.2,6
white,0.23,0.024,0.99084,3.29,11.8,6
white,0.17,0.05,0.9939,3.08,9.8,6
white,0.38,0.041,0.99624,3.04,10,6
white,0.31,0.052,0.99602,3.24,8.8,4
white,0.38,0.142,0.9926,3.14,10.1,4
white,0.44,0.056,0.99718,3.05,9.5,5
white,0.44,0.056,0.99718,3.05,9.5,5
white,0.44,0.056,0.99718,3.05,9.5,5
white,0.38,0.06,0.99344,3.07,9.2,4
white,0.33,0.041,0.99184,2.92,12.2,6
white,0.44,0.056,0.99718,3.05,9.5,5
white,0.19,0.046,0.99033,3.22,11.3,6
white,0.28,0.038,0.99248,3.26,12.1,6
white,0.38,0.06,0.99344,3.07,9.2,4
white,0.43,0.029,0.99076,3.51,11.2,4
white,0.22,0.029,0.99092,3.29,12.5,7
white,0.345,0.056,0.99486,3.31,10.6,5
white,0.255,0.056,0.99464,3.25,10.4,7
white,0.2,0.047,0.99235,3.44,10.1,7
white,0.29,0.048,0.99612,3.11,9.9,6
white,0.26,0.046,0.99202,2.97,11,6
white,0.22,0.045,0.99261,2.94,10,6
white,0.35,0.066,0.98964,3.14,12.7,6
white,0.39,0.036,0.99206,3.07,12.1,6
white,0.23,0.052,0.9938,3.23,10.4,6
white,0.22,0.05,0.99204,3.24,10.4,6
white,0.29,0.04,0.99736,3.14,9.2,5
white,0.29,0.04,0.99736,3.14,9.2,5
white,0.23,0.03,0.99192,3.05,10.5,5
white,0.29,0.04,0.99736,3.14,9.2,5
white,0.28,0.041,0.99002,3.27,11.9,7
white,0.26,0.042,0.996,3.08,10.1,6
white,0.27,0.034,0.99237,3.1,11.1,6
white,0.22,0.037,0.99214,3.13,10.8,7
white,0.26,0.019,0.99041,3.16,11.8,6
white,0.36,0.038,0.9982,3.04,9.2,5
white,0.35,0.037,0.99822,3.04,9.2,5
white,0.18,0.023,0.9893,3.07,12.3,6
white,0.36,0.145,0.99274,3.09,10.1,6
white,0.14,0.04,0.99105,3.25,11.4,6
white,0.23,0.044,0.99209,3.19,10.4,6
white,0.11,0.053,0.99676,3.2,9.8,6
white,0.24,0.047,0.99251,3.3,9.9,6
white,0.11,0.053,0.99676,3.2,9.8,6
white,0.47,0.036,0.99082,3.48,11.2,4
white,0.29,0.058,0.99567,3.15,10.9,5
white,0.33,0.051,0.99416,3.15,9.2,5
white,0.33,0.051,0.99416,3.15,9.2,5
white,0.32,0.033,0.9887,2.96,12,5
white,0.3,0.034,0.98871,2.96,12.1,6
white,0.31,0.036,0.99248,3.75,12.4,6
white,0.36,0.038,0.99184,3.22,11.2,6
white,0.31,0.042,0.98952,3.32,12.7,7
white,0.52,0.036,0.99267,3.26,12.2,6
white,0.55,0.036,0.99269,3.26,12.2,6
white,0.2,0.042,0.98912,3.23,12.2,6
white,0.36,0.038,0.99184,3.22,11.2,6
white,0.31,0.042,0.98952,3.32,12.7,7
white,0.29,0.044,0.9895,3.31,12.7,7
white,0.22,0.04,0.98999,3.17,12.1,6
white,0.46,0.045,0.9981,3.11,9.4,5
white,0.21,0.041,0.995,3.07,10.1,6
white,0.42,0.043,0.99848,3.08,9.4,5
white,0.22,0.044,0.99862,3.22,8.9,6
white,0.22,0.044,0.99862,3.22,8.9,6
white,0.22,0.044,0.99862,3.22,8.9,6
white,0.22,0.044,0.99862,3.22,8.9,6
white,0.31,0.027,0.98886,3.56,13,7
white,0.22,0.054,0.99474,3.08,10.3,5
white,0.18,0.04,0.99126,3.07,10.1,4
white,0.24,0.04,0.99691,3.23,10.5,6
white,0.22,0.044,0.99862,3.22,8.9,6
white,0.26,0.059,0.99773,3.3,10.1,5
white,0.26,0.059,0.99773,3.3,10.1,5
white,0.2,0.049,0.9928,3.15,11,6
white,0.2,0.049,0.9928,3.15,11,6
white,0.2,0.049,0.9928,3.15,11,6
white,0.2,0.049,0.9928,3.15,11,6
white,0.28,0.046,0.99288,3.08,10,5
white,0.2,0.03,0.99202,2.88,10.5,6
white,0.26,0.048,0.99606,2.87,9.7,6
white,0.26,0.059,0.99773,3.3,10.1,5
white,0.21,0.045,0.99922,3.25,9.4,5
white,0.22,0.041,0.99296,3.17,11.2,6
white,0.21,0.045,0.99922,3.25,9.4,5
white,0.22,0.046,0.99468,3.1,10.8,5
white,0.21,0.045,0.99922,3.25,9.4,5
white,0.22,0.041,0.99296,3.17,11.2,6
white,0.2,0.037,0.99388,3.13,11,6
white,0.26,0.038,0.99315,3.44,12.4,6
white,0.28,0.208,0.99478,3.1,9.4,6
white,0.29,0.209,0.99478,3.1,9.4,5
