type,volatile acidity,chlorides,density,alcohol,quality
white,0.28,0.052,0.9912,11.1,5
white,0.21,0.057,0.99176,10.9,5
white,0.3,0.042,0.99166,11.4,5
white,0.34,0.049,0.99677,10.3,5
white,0.43,0.042,0.99172,12.9,7
white,0.41,0.045,0.9953,9.9,5
white,0.4,0.036,0.99186,11.3,6
white,0.35,0.034,0.99188,11.5,6
white,0.35,0.034,0.99188,11.5,6
white,0.3,0.039,0.99158,10.7,5
white,0.28,0.042,0.99522,10.4,6
white,0.33,0.033,0.99176,12.5,6
white,0.26,0.052,0.99558,9.5,5
white,0.24,0.042,0.9911,11.3,7
white,0.46,0.034,0.99016,13,6
white,0.35,0.034,0.99188,11.5,6
white,0.23,0.053,0.98956,11.5,5
white,0.4,0.036,0.99186,11.3,6
white,0.44,0.035,0.99062,13.2,7
white,0.26,0.034,0.99274,11.5,7
white,0.31,0.086,0.993,9.6,5
white,0.31,0.086,0.993,9.6,5
white,0.15,0.058,0.9978,9.7,6
white,0.41,0.052,0.9946,9.2,5
white,0.31,0.052,0.99429,8.4,5
white,0.27,0.05,0.99002,12.4,6
white,0.27,0.05,0.99002,12.4,6
white,0.41,0.052,0.9946,9.2,5
white,0.31,0.052,0.99429,8.4,5
white,0.37,0.028,0.9909,11.7,6
white,0.21,0.036,0.99294,11,6
white,0.26,0.032,0.99044,11.9,6
white,0.34,0.028,0.98958,13.2,7
white,0.37,0.028,0.9909,11.7,6
white,0.32,0.055,0.9986,9.1,5
white,0.24,0.023,0.99262,12.6,6
white,0.32,0.055,0.9986,9.1,5
white,0.39,0.194,0.99212,10.5,6
white,0.31,0.047,0.99628,10.6,5
white,0.24,0.023,0.99262,12.6,6
white,0.17,0.03,0.98913,13.7,7
white,0.2,0.037,0.99021,12,6
white,0.32,0.031,0.99198,12.5,7
white,0.12,0.03,0.99226,12.1,6
white,0.18,0.032,0.99159,11.3,6
white,0.2,0.037,0.99021,12,6
white,0.17,0.049,0.99224,10.3,6
white,0.21,0.039,0.99068,12.7,6
white,0.25,0.048,0.99587,9.2,5
white,0.25,0.048,0.99587,9.2,5
white,0.22,0.054,0.99728,9.5,6
white,0.27,0.045,0.99364,10.1,6
white,0.27,0.045,0.99364,10.1,6
white,0.39,0.038,0.99018,13,7
white,0.31,0.04,0.98968,13.1,6
white,0.23,0.048,0.99178,11,6
white,0.25,0.048,0.99587,9.2,5
white,0.22,0.056,0.9961,9.4,6
white,0.22,0.054,0.99728,9.5,6
white,0.23,0.055,0.99534,10.2,6
white,0.27,0.045,0.99364,10.1,6
white,0.36,0.054,0.99864,8.6,4
white,0.37,0.094,0.99776,9,5
white,0.26,0.062,0.99545,9.6,5
white,0.22,0.057,0.99299,9.9,7
white,0.22,0.059,0.99665,10.5,5
white,0.28,0.053,0.99069,11.4,5
white,0.35,0.069,0.99692,9.4,5
white,0.73,0.054,0.99324,11.1,4
white,0.28,0.047,0.99896,8.9,6
white,0.28,0.047,0.99896,8.9,6
white,0.2,0.049,0.99226,10.8,5
white,0.33,0.045,0.99226,12.2,6
white,0.28,0.047,0.99896,8.9,6
white,0.24,0.029,0.99076,12.5,6
white,0.33,0.045,0.99226,12.2,6
white,0.24,0.029,0.99076,12.5,6
white,0.28,0.047,0.99896,8.9,6
white,0.27,0.046,0.9951,10.8,6
white,0.38,0.043,0.99234,11.4,6
white,0.2,0.049,0.99226,10.8,5
white,0.21,0.036,0.99368,10.6,5
white,0.34,0.044,0.9937,9.2,5
white,0.435,0.031,0.99151,12.2,6
white,0.25,0.021,0.99021,12.3,6
white,0.26,0.038,0.99479,10.4,6
white,0.24,0.035,0.9954,10.4,6
white,0.23,0.035,0.99176,11,7
white,0.21,0.036,0.99368,10.6,5
white,0.34,0.044,0.9937,9.2,5
white,0.65,0.013,0.99246,13.5,4
white,0.22,0.144,0.9908,11.4,6
white,0.27,0.071,0.98994,11.5,6
white,0.455,0.036,0.98746,14,7
white,0.33,0.036,0.99028,12.5,7
white,0.33,0.036,0.99028,12.5,7
white,0.31,0.038,0.98867,12.8,7
white,0.39,0.037,0.99174,11.2,7
white,0.39,0.037,0.99174,11.2,7
white,0.37,0.04,0.99021,13.6,6
white,0.23,0.149,0.99304,9.2,6
white,0.33,0.036,0.99028,12.5,7
white,0.25,0.054,0.99154,11.1,6
white,0.39,0.037,0.99174,11.2,7
white,0.455,0.036,0.98746,14,7
white,0.37,0.04,0.99021,13.6,6
white,0.28,0.056,0.9956,9.4,5
white,0.35,0.037,0.98779,14.2,7
white,0.31,0.035,0.98836,13.2,6
white,0.25,0.05,0.99138,11.2,6
white,0.36,0.057,0.99751,10.2,5
white,0.31,0.038,0.98867,12.8,7
white,0.31,0.045,0.99249,10.1,5
white,0.31,0.045,0.99249,10.1,5
white,0.22,0.031,0.99239,10.3,5
white,0.14,0.056,0.99512,9.9,6
white,0.22,0.046,0.99098,11.5,5
white,0.32,0.063,0.99872,9,5
white,0.32,0.063,0.99872,9,5
white,0.28,0.03,0.98894,12.1,6
white,0.3,0.036,0.988245,13.3,6
white,0.22,0.05,0.99326,11.5,8
white,0.31,0.039,0.99328,11,4
white,0.27,0.04,0.99222,10.7,6
white,0.46,0.046,0.99898,9.4,5
white,0.23,0.042,0.99486,10.3,6
white,0.36,0.185,0.99528,9.3,5
white,0.18,0.04,0.99062,12,6
white,0.27,0.048,0.99282,11,6
white,0.4,0.053,0.996,9.3,5
white,0.345,0.068,0.99138,10.1,5
white,0.23,0.053,0.99166,11.1,6
white,0.2,0.046,0.99408,9.9,6
white,0.27,0.048,0.99281,11,6
white,0.27,0.048,0.99282,11,6
white,0.3,0.042,0.98964,12.5,6
white,0.3,0.042,0.98952,12.7,7
white,0.14,0.045,0.99469,9.3,5
white,0.4,0.053,0.996,9.3,5
white,0.345,0.068,0.99138,10.1,5
white,0.33,0.066,0.9991,8.8,5
white,0.16,0.043,0.99047,11.2,6
white,0.22,0.038,0.99178,10.8,7
white,0.33,0.066,0.9991,8.8,5
white,0.16,0.043,0.99047,11.2,6
white,0.24,0.05,0.99207,10.3,5
white,0.31,0.026,0.99152,12,5
white,0.185,0.048,0.99438,9.5,6
white,0.185,0.048,0.99438,9.5,6
white,0.43,0.04,0.99622,9.8,6
white,0.39,0.084,0.99773,9,5
white,0.58,0.032,0.99088,13,7
white,0.34,0.044,0.99108,11.8,7
white,0.35,0.056,0.99803,8.8,5
white,0.38,0.05,0.99304,11.2,4
white,0.185,0.048,0.99438,9.5,6
white,0.27,0.049,0.99548,9.4,4
white,0.29,0.049,0.99551,9.5,6
white,0.17,0.034,0.99152,10.4,6
white,0.18,0.035,0.99572,9.8,7
white,0.17,0.034,0.99152,10.4,6
white,0.37,0.175,0.99244,10.3,6
white,0.27,0.049,0.99548,9.4,4
white,0.29,0.049,0.99551,9.5,6
white,0.24,0.033,0.9903,11.9,7
white,0.32,0.025,0.99162,12.8,7
white,0.27,0.03,0.99116,13,6
white,0.29,0.04,0.9922,10.4,7
white,0.29,0.034,0.99223,10.4,6
white,0.22,0.035,0.99481,10.7,5
white,0.22,0.036,0.9928,10.7,7
white,0.24,0.033,0.9903,11.9,7
white,0.23,0.043,0.99429,10.4,6
white,0.32,0.025,0.99162,12.8,7
white,0.11,0.044,0.99454,9.9,6
white,0.11,0.044,0.99454,9.9,6
white,0.23,0.048,0.99863,9.4,6
white,0.2,0.048,0.991,11.4,6
white,0.11,0.044,0.99454,9.9,6
white,0.23,0.048,0.99863,9.4,6
white,0.2,0.06,0.99317,9.2,5
white,0.19,0.041,0.99173,10.5,7
white,0.28,0.048,0.99455,11,7
white,0.28,0.048,0.99455,11,7
white,0.37,0.038,0.99186,12.1,5
white,0.28,0.048,0.99455,11,7
white,0.26,0.041,0.98944,12.8,7
white,0.24,0.053,0.9942,10.5,6
white,0.24,0.053,0.9942,10.5,6
white,0.24,0.053,0.9942,10.5,6
white,0.25,0.062,0.99238,9.5,5
white,0.25,0.052,0.99782,9.2,6
white,0.14,0.047,0.99111,11.1,6
white,0.38,0.042,0.99067,12.3,7
white,0.14,0.047,0.99111,11.1,6
white,0.15,0.037,0.98878,12.6,6
white,0.25,0.062,0.99238,9.5,5
white,0.25,0.052,0.99782,9.2,6
white,0.22,0.054,0.9938,10.8,6
white,0.21,0.044,0.99143,11.3,6
white,0.26,0.041,0.98944,12.8,7
white,0.24,0.053,0.9942,10.5,6
white,0.46,0.051,0.99588,9.8,6
white,0.18,0.054,1.00038,8.5,6
white,0.32,0.054,0.99424,9.3,5
white,0.4,0.055,0.99626,9.2,5
white,0.23,0.037,0.99076,11.4,6
white,0.18,0.054,1.00038,8.5,6
white,0.32,0.054,0.99424,9.3,5
white,0.37,0.056,0.99536,8.4,4
white,0.23,0.062,0.99318,9.2,5
white,0.4,0.055,0.99626,9.2,5
white,0.19,0.033,0.99726,10.4,6
white,0.28,0.046,0.99126,11.6,6
white,0.32,0.029,0.98998,12.4,6
white,0.19,0.033,0.99726,10.4,6
white,0.26,0.052,0.99304,9.3,5
white,0.25,0.029,0.9892,12.2,6
white,0.28,0.031,0.99296,11,6
white,0.19,0.023,0.99047,11.4,5
white,0.29,0.06,0.9924,9.5,5
white,0.27,0.034,0.9989,9.2,5
white,0.26,0.021,0.99338,11.1,6
white,0.27,0.034,0.9989,9.2,5
white,0.2,0.032,0.99404,11,6
white,0.33,0.041,0.99287,9.9,5
white,0.34,0.044,0.99286,9.9,5
white,0.29,0.06,0.9924,9.5,5
white,1.1,0.033,0.99058,12.4,4
white,0.24,0.052,0.9934,9.4,5
white,0.24,0.053,0.99545,9.3,5
white,0.16,0.05,0.9984,8.7,7
white,0.16,0.05,0.9984,8.7,7
white,0.16,0.05,0.9984,8.7,7
white,0.16,0.05,0.9984,8.7,7
white,0.17,0.05,0.99971,9,7
white,0.19,0.038,0.99546,10.7,6
white,0.19,0.038,0.99546,10.7,6
white,0.16,0.034,0.99058,11.3,6
white,0.16,0.05,0.9984,8.7,7
white,0.3,0.028,0.99314,11.7,6
white,0.24,0.053,0.99545,9.3,5
white,0.16,0.05,0.9984,8.7,7
white,0.17,0.05,0.99971,9,7
white,0.3,0.028,0.99314,11.7,6
white,0.43,0.032,0.99565,10.7,5
white,0.17,0.036,0.99056,11.4,6
white,0.19,0.038,0.99546,10.7,6
white,0.16,0.034,0.99058,11.3,6
white,0.41,0.048,0.99362,10,5
white,0.41,0.048,0.99362,10,5
white,0.36,0.036,0.99196,11.2,6
white,0.17,0.09,0.99255,9.7,5
white,0.28,0.032,0.99027,12.5,5
white,0.5,0.029,0.99302,12.9,8
white,0.44,0.057,0.99257,11.8,6
white,0.38,0.062,0.99506,10.6,5
white,0.44,0.057,0.99257,11.8,6
white,0.24,0.049,0.9952,10.7,6
white,0.28,0.048,0.99498,9.9,5
white,0.26,0.048,0.9903,12,6
white,0.16,0.043,0.99706,10.4,7
white,0.36,0.054,0.99398,8.5,5
white,0.35,0.06,0.99588,9.9,4
white,0.25,0.049,0.99691,9.4,6
white,0.37,0.05,0.99608,10.4,5
white,0.25,0.044,0.99142,11,6
white,0.23,0.044,0.99138,11,6
white,0.265,0.052,0.99432,10.4,6
white,0.25,0.05,0.99592,9.8,6
white,0.25,0.049,0.99691,9.4,6
white,0.23,0.046,0.99432,10.6,6
white,0.3,0.052,0.99266,10.1,5
white,0.33,0.048,0.99456,11.5,8
white,0.26,0.048,0.9915,11.4,6
white,0.2,0.058,0.99322,9.2,6
white,0.21,0.059,0.9927,9.7,6
white,0.25,0.047,0.99173,11.3,6
white,0.27,0.098,0.99412,9.6,6
white,0.24,0.07,0.99666,8.9,6
white,0.14,0.057,0.99425,10,6
white,0.5,0.059,0.99314,9.2,6
white,0.41,0.11,0.99672,9,6
white,0.25,0.03,0.99024,12.8,7
white,0.41,0.11,0.99672,9,6
white,0.25,0.054,0.99366,9.5,5
white,0.14,0.057,0.99425,10,6
white,0.21,0.046,0.99299,11,5
white,0.5,0.059,0.99314,9.2,6
white,0.29,0.037,0.99528,10.6,6
white,0.37,0.057,0.99568,10,5
white,0.37,0.057,0.99568,10,5
white,0.31,0.03,0.99062,11.7,7
white,0.45,0.035,0.99058,12.5,7
white,0.3,0.039,0.99059,11.1,7
white,0.23,0.041,0.99119,9.7,5
white,0.3,0.037,0.99727,12.3,6
white,0.28,0.035,0.99021,12.2,6
white,0.255,0.043,0.99238,11.3,6
white,0.4,0.053,0.99164,11.6,5
white,0.21,0.04,0.99006,11.3,6
white,0.2,0.041,0.99078,11.1,6
white,0.17,0.041,0.99036,11.2,6
white,0.21,0.046,0.99123,11.3,6
white,0.26,0.041,0.98978,12,6
white,0.35,0.069,0.99908,8.8,6
white,0.35,0.069,0.99908,8.8,6
white,0.43,0.046,0.99022,12,8
white,0.4,0.046,0.99024,12,7
white,0.28,0.049,0.9973,9,5
white,0.23,0.054,0.99853,9.3,6
white,0.34,0.059,0.99769,8.7,6
white,0.44,0.095,0.98954,12.8,6
white,0.13,0.052,0.98974,11.5,7
white,0.17,0.048,0.99382,10,5
white,0.18,0.047,0.99383,10,5
white,0.31,0.059,0.99538,10.3,5
white,0.33,0.054,0.99734,10.4,5
white,0.34,0.02,0.98981,13.4,7
white,0.29,0.032,0.99095,11.2,6
white,0.31,0.048,0.9964,9.1,5
white,0.31,0.048,0.9964,9.1,5
white,0.25,0.04,0.99411,10.8,6
white,0.27,0.038,0.9915,12.5,6
white,0.26,0.046,0.99234,11.3,5
white,0.65,0.035,0.99016,12.8,6
white,0.31,0.048,0.9964,9.1,5
white,0.23,0.041,0.98949,12.7,6
white,0.18,0.054,0.99287,11,7
white,0.28,0.052,0.99544,10.4,6
white,0.28,0.052,0.99544,10.4,6
white,0.27,0.051,0.9941,10.7,6
white,0.25,0.055,0.994,10.9,6
white,0.28,0.052,0.99544,10.4,6
white,0.26,0.052,0.99546,10.4,6
white,0.13,0.064,0.99737,9.7,7
white,0.18,0.054,0.99287,11,7
white,0.2,0.055,0.99767,9.6,6
white,0.24,0.038,0.98711,13.9,7
white,0.48,0.046,0.99714,9.4,5
white,0.26,0.032,0.99134,12.5,6
white,0.2,0.055,0.99767,9.6,6
white,0.3,0.049,0.9927,9.5,5
white,0.32,0.048,0.9948,9.6,5
white,0.3,0.049,0.9927,9.5,5
white,0.34,0.047,0.99481,9.6,5
white,0.16,0.056,0.99825,8.7,7
white,0.16,0.056,0.99825,8.7,7
white,0.16,0.056,0.99825,8.7,7
white,0.16,0.056,0.99825,8.7,7
white,0.16,0.056,0.99825,8.7,7
white,0.16,0.056,0.99825,8.7,7
white,0.26,0.061,0.99192,10.4,5
white,0.31,0.063,0.99184,10.7,5
white,0.22,0.05,0.99019,12,7
white,0.23,0.044,0.98998,12.1,7
white,0.17,0.04,0.98886,13.1,8
white,0.19,0.039,0.98998,12.4,6
white,0.21,0.035,0.98949,12.6,7
white,0.16,0.056,0.99825,8.7,7
white,0.22,0.04,0.99009,12,5
white,0.34,0.06,0.99252,11.6,6
white,0.34,0.174,0.99288,9.3,5
white,0.24,0.05,0.99659,9.3,6
white,0.35,0.048,0.99133,11.1,7
white,0.24,0.049,0.99324,10.2,6
white,0.25,0.037,0.99164,10.6,6
white,0.19,0.038,0.99107,11.3,7
white,0.24,0.052,0.9986,9.4,5
white,0.31,0.053,0.99708,9.3,6
white,0.25,0.039,0.99163,11.1,6
white,0.38,0.055,0.99605,9.9,6
white,0.3,0.041,0.99065,11.8,7
white,0.33,0.04,0.9903,12.6,7
white,0.24,0.052,0.9986,9.4,5
white,0.27,0.043,0.99236,10.5,5
white,0.24,0.037,0.98948,12.3,6
white,0.33,0.048,0.99045,11.3,6
white,0.21,0.097,0.9939,9.6,5
white,0.22,0.04,0.98985,12,6
white,0.27,0.05,0.99138,11.2,5
white,0.2,0.044,0.99348,10.2,6
white,0.27,0.045,0.99066,12.4,6
white,0.2,0.044,0.99348,10.2,6
white,0.45,0.04,0.98862,13.4,8
white,0.22,0.036,0.98865,12.6,6
white,0.3,0.053,0.99472,9.8,5
white,0.36,0.049,0.99792,9.1,5
white,0.27,0.045,0.99066,12.4,6
white,0.24,0.044,0.99035,12.5,6
white,0.41,0.033,0.99086,11.7,6
white,0.24,0.044,0.99013,12.9,6
white,0.3,0.054,0.99266,10.1,5
white,0.26,0.044,0.99517,10.3,6
white,0.41,0.033,0.99086,11.7,6
white,0.32,0.05,0.99666,10.3,6
white,0.25,0.036,0.991,10.8,7
white,0.23,0.023,0.99068,11.2,6
white,0.23,0.024,0.99084,11.8,6
white,0.17,0.05,0.9939,9.8,6
white,0.38,0.041,0.99624,10,6
white,0.31,0.052,0.99602,8.8,4
white,0.38,0.142,0.9926,10.1,4
white,0.44,0.056,0.99718,9.5,5
white,0.44,0.056,0.99718,9.5,5
white,0.44,0.056,0.99718,9.5,5
white,0.38,0.06,0.99344,9.2,4
white,0.33,0.041,0.99184,12.2,6
white,0.44,0.056,0.99718,9.5,5
white,0.19,0.046,0.99033,11.3,6
white,0.28,0.038,0.99248,12.1,6
white,0.38,0.06,0.99344,9.2,4
white,0.43,0.029,0.99076,11.2,4
white,0.22,0.029,0.99092,12.5,7
white,0.345,0.056,0.99486,10.6,5
white,0.255,0.056,0.99464,10.4,7
white,0.2,0.047,0.99235,10.1,7
white,0.29,0.048,0.99612,9.9,6
white,0.26,0.046,0.99202,11,6
white,0.22,0.045,0.99261,10,6
white,0.35,0.066,0.98964,12.7,6
white,0.39,0.036,0.99206,12.1,6
white,0.23,0.052,0.9938,10.4,6
white,0.22,0.05,0.99204,10.4,6
white,0.29,0.04,0.99736,9.2,5
white,0.29,0.04,0.99736,9.2,5
white,0.23,0.03,0.99192,10.5,5
white,0.29,0.04,0.99736,9.2,5
white,0.28,0.041,0.99002,11.9,7
white,0.26,0.042,0.996,10.1,6
white,0.27,0.034,0.99237,11.1,6
white,0.22,0.037,0.99214,10.8,7
white,0.26,0.019,0.99041,11.8,6
white,0.36,0.038,0.9982,9.2,5
white,0.35,0.037,0.99822,9.2,5
white,0.18,0.023,0.9893,12.3,6
white,0.36,0.145,0.99274,10.1,6
white,0.14,0.04,0.99105,11.4,6
white,0.23,0.044,0.99209,10.4,6
white,0.11,0.053,0.99676,9.8,6
white,0.24,0.047,0.99251,9.9,6
white,0.11,0.053,0.99676,9.8,6
white,0.47,0.036,0.99082,11.2,4
white,0.29,0.058,0.99567,10.9,5
white,0.33,0.051,0.99416,9.2,5
white,0.33,0.051,0.99416,9.2,5
white,0.32,0.033,0.9887,12,5
white,0.3,0.034,0.98871,12.1,6
white,0.31,0.036,0.99248,12.4,6
white,0.36,0.038,0.99184,11.2,6
white,0.31,0.042,0.98952,12.7,7
white,0.52,0.036,0.99267,12.2,6
white,0.55,0.036,0.99269,12.2,6
white,0.2,0.042,0.98912,12.2,6
white,0.36,0.038,0.99184,11.2,6
white,0.31,0.042,0.98952,12.7,7
white,0.29,0.044,0.9895,12.7,7
white,0.22,0.04,0.98999,12.1,6
white,0.46,0.045,0.9981,9.4,5
white,0.21,0.041,0.995,10.1,6
white,0.42,0.043,0.99848,9.4,5
white,0.22,0.044,0.99862,8.9,6
white,0.22,0.044,0.99862,8.9,6
white,0.22,0.044,0.99862,8.9,6
white,0.22,0.044,0.99862,8.9,6
white,0.31,0.027,0.98886,13,7
white,0.22,0.054,0.99474,10.3,5
white,0.18,0.04,0.99126,10.1,4
white,0.24,0.04,0.99691,10.5,6
white,0.22,0.044,0.99862,8.9,6
white,0.26,0.059,0.99773,10.1,5
white,0.26,0.059,0.99773,10.1,5
white,0.2,0.049,0.9928,11,6
white,0.2,0.049,0.9928,11,6
white,0.2,0.049,0.9928,11,6
white,0.2,0.049,0.9928,11,6
white,0.28,0.046,0.99288,10,5
white,0.2,0.03,0.99202,10.5,6
white,0.26,0.048,0.99606,9.7,6
white,0.26,0.059,0.99773,10.1,5
white,0.21,0.045,0.99922,9.4,5
white,0.22,0.041,0.99296,11.2,6
white,0.21,0.045,0.99922,9.4,5
white,0.22,0.046,0.99468,10.8,5
white,0.21,0.045,0.99922,9.4,5
white,0.22,0.041,0.99296,11.2,6
white,0.2,0.037,0.99388,11,6
white,0.26,0.038,0.99315,12.4,6
white,0.28,0.208,0.99478,9.4,6
white,0.29,0.209,0.99478,9.4,5
white,0.34,0.105,0.99692,9.5,5
white,0.39,0.034,0.99616,10,6
white,0.26,0.043,0.9902,12.5,6
white,0.24,0.044,0.9921,10.9,6
white,0.25,0.044,0.99462,10.5,6
white,0.24,0.05,0.99476,10.8,6
white,0.22,0.039,0.99178,11,7
white,0.26,0.036,0.99081,11.8,6
white,0.34,0.038,0.99198,12.6,6
white,0.225,0.054,0.99545,10.2,6
white,0.23,0.046,0.98997,12,5
white,0.26,0.043,0.9902,12.5,6
white,0.27,0.04,0.99089,11.5,6
white,0.41,0.035,0.99172,11.94,7
white,0.41,0.035,0.9901,12.89333333,7
white,0.585,0.086,0.99681,9.4,5
white,0.34,0.038,0.9893,12.2,7
white,0.41,0.035,0.99172,11.94,7
white,0.41,0.035,0.9901,12.89333333,7
white,0.26,0.056,0.99527,9.5,5
white,0.28,0.036,0.99445,10.6,6
white,0.16,0.042,0.99198,10.5,7
white,0.27,0.037,0.99085,11.46666667,6
white,0.2,0.043,0.99033,11.4,6
white,0.24,0.054,0.99538,9.5,5
white,0.38,0.052,0.99627,9.2,5
white,0.24,0.054,0.99538,9.5,5
white,0.42,0.043,0.99433,10.98,5
white,0.23,0.054,0.9954,9.4,5
white,0.24,0.054,0.99538,9.5,5
white,0.38,0.052,0.99627,9.2,5
white,0.19,0.057,0.99807,8.8,8
white,0.19,0.057,0.99807,8.8,8
white,0.19,0.057,0.99807,8.8,8
white,0.19,0.057,0.99807,8.8,8
white,0.19,0.057,0.99807,8.8,8
white,0.19,0.057,0.99807,8.8,8
white,0.19,0.057,0.99807,8.8,8
white,0.24,0.044,0.99232,10.4,8
white,0.19,0.057,0.99807,8.8,8
white,0.27,0.054,0.99788,10.03333333,6
white,0.28,0.052,0.99108,11.3,6
white,0.22,0.024,0.99234,10.4,6
white,0.27,0.176,0.99288,9.2,6
white,0.2,0.034,0.99195,11.1,6
white,0.27,0.176,0.99288,9.2,6
white,0.23,0.034,0.99121,11.3,7
white,0.31,0.042,0.99839,9.1,6
white,0.34,0.108,0.99738,9.4,5
white,0.36,0.015,0.98963,13.2,6
white,0.31,0.039,0.98946,12.7,6
white,0.28,0.054,0.99178,10.7,5
white,0.16,0.064,0.99136,11.43333333,6
white,0.31,0.049,0.99323,11.1,6
white,0.31,0.039,0.98946,12.7,6
white,0.29,0.046,0.99313,10.53333333,5
white,0.28,0.04,0.9912,11.6,6
white,0.23,0.05,0.99504,9.533333333,5
white,0.34,0.062,0.99461,9.8,6
white,0.28,0.054,0.99178,10.7,5
white,0.2,0.039,0.99008,12,6
white,0.24,0.039,0.98959,12.8,6
white,0.31,0.048,0.99663,9.5,5
white,0.29,0.041,0.99334,10.93333333,6
white,0.19,0.063,0.99561,9.1,5
white,0.29,0.035,0.98959,12.6,6
white,0.31,0.048,0.99663,9.5,5
white,0.3,0.041,0.99418,10.9,6
white,0.29,0.041,0.99334,10.93333333,6
white,0.22,0.096,0.9937,9.6,5
white,0.23,0.053,0.99372,9.3,5
white,0.23,0.038,0.99157,11.36666667,6
white,0.26,0.043,0.98918,12.5,6
white,0.35,0.051,0.9932,9.5,5
white,0.32,0.041,0.99235,11,6
white,0.34,0.042,0.99373,9.4,5
white,0.13,0.035,0.9914,11.33333333,6
white,0.315,0.041,0.99494,8.8,5
white,0.34,0.042,0.99373,9.4,5
white,0.31,0.05,0.99332,11.06666667,6
white,0.3,0.058,0.99198,12.2,6
white,0.24,0.041,0.99142,11,6
white,0.13,0.035,0.9914,11.33333333,6
white,0.26,0.05,0.99542,9.5,5
white,0.26,0.05,0.99542,9.5,5
white,0.27,0.043,0.9924,11,6
white,0.21,0.039,0.99112,11.2,6
white,0.26,0.036,0.99534,9.3,6
white,0.28,0.04,0.99338,10.8,4
white,0.25,0.057,0.99804,9.2,5
white,0.22,0.048,0.99899,9.4,5
white,0.25,0.057,0.99804,9.2,5
white,0.18,0.047,0.99724,10.5,6
white,0.2,0.046,0.99526,10.8,6
white,0.24,0.051,0.99676,9.4,5
white,0.27,0.053,0.99699,9.8,5
white,0.27,0.053,0.99699,9.8,5
white,0.27,0.053,0.99699,9.8,5
white,0.24,0.051,0.99676,9.4,5
white,0.27,0.053,0.99699,9.8,5
white,0.38,0.041,0.99461,12.1,6
white,0.43,0.043,0.99116,12.3,6
white,0.22,0.066,0.99362,9.733333333,5
white,0.29,0.044,0.99512,9.4,5
white,0.29,0.044,0.99512,9.4,5
white,0.29,0.037,0.9895,12.8,7
white,0.19,0.046,0.99043,11.05,6
white,0.29,0.044,0.99512,9.4,5
white,0.29,0.037,0.9895,12.8,7
white,0.24,0.069,0.99391,9.733333333,5
white,0.3,0.039,0.98963,13.1,7
white,0.27,0.041,0.99335,11.5,7
white,0.3,0.039,0.98963,13.1,7
white,0.27,0.041,0.99335,11.5,7
white,0.305,0.061,0.99824,9.1,5
white,0.24,0.069,0.99391,9.75,5
white,0.22,0.04,0.9917,10.5,6
white,0.22,0.047,0.99906,8.8,6
white,0.22,0.047,0.99906,8.8,6
white,0.22,0.047,0.99906,8.8,6
white,0.22,0.047,0.99906,8.8,6
white,0.22,0.04,0.9917,10.5,6
white,0.22,0.04,0.9917,10.5,6
white,0.22,0.047,0.99906,8.8,6
white,0.22,0.045,0.99415,9.9,6
white,0.21,0.047,0.99418,9.9,6
white,0.32,0.044,0.99611,9.9,5
white,0.44,0.038,0.99124,12.2,6
white,0.31,0.042,0.99179,10.8,6
white,0.36,0.051,0.99886,8.7,5
white,0.38,0.043,0.98924,13.2,6
white,0.24,0.03,0.99045,12.7,6
white,0.56,0.06,0.9969,9.4,5
white,0.24,0.045,0.99196,11.2,6
white,0.29,0.051,0.99339,11.33333333,6
white,0.28,0.051,0.99224,11.9,6
white,0.29,0.051,0.99339,11.35,6
white,0.21,0.046,0.99184,10.5,5
white,0.47,0.048,0.99428,9.8,5
white,0.34,0.051,0.99834,9.1,5
white,0.27,0.033,0.98918,12.4,6
white,0.34,0.051,0.99834,9.1,5
white,0.47,0.048,0.99428,9.8,5
white,0.35,0.031,0.99241,11.3,6
white,0.35,0.031,0.99241,11.3,6
white,0.46,0.024,0.98816,13.1,6
white,0.38,0.035,0.98916,12.5,6
white,0.3,0.045,0.99329,10.3,5
white,0.28,0.039,0.99535,10.7,6
white,0.29,0.04,0.99552,10.4,6
white,0.3,0.049,0.99514,9.5,5
white,0.39,0.048,0.99304,9.8,5
white,0.38,0.035,0.98916,12.5,6
white,0.18,0.051,0.9984,9.4,6
white,0.28,0.051,0.99911,9,5
white,0.28,0.051,0.99911,9,5
white,0.28,0.051,0.99911,9,5
white,0.35,0.045,0.98952,13,7
white,0.22,0.041,0.99403,9.9,5
white,0.18,0.051,0.9984,9.4,6
white,0.28,0.044,0.99312,10.6,6
white,0.42,0.038,0.98968,13.4,6
white,0.32,0.031,0.98946,12.5,6
white,0.26,0.053,0.9981,9.3,5
white,0.26,0.053,0.9981,9.3,5
white,0.32,0.051,0.99306,11,5
white,0.25,0.054,0.99378,10.3,5
white,0.21,0.051,0.99036,11.3,6
white,0.23,0.042,0.99094,10.9,6
white,0.145,0.042,0.9908,11.3,6
white,0.2,0.039,0.9899,12.1,6
white,0.28,0.039,0.99173,11.1,5
white,0.36,0.271,0.99356,9.8,5
white,0.25,0.049,0.99571,10.1,6
white,0.22,0.036,0.98945,12.4,6
white,0.2,0.034,0.98865,12.7,6
white,0.32,0.05,0.99514,9.6,5
white,0.32,0.05,0.99514,9.6,5
white,0.555,0.053,0.9943,9.1,5
white,0.22,0.12,0.99636,12.8,5
white,0.32,0.05,0.99514,9.6,5
